0783,ἡμιωριαῖος,a,aps---mn1-,ἡμιωριαῖος ἡμιωριαῖα ἡμιωριαῖον,,,,,0
46578,θ01200,θορυβώδης,a,aps---cn3s,θορυβώδης θορυβώδης θορυβώ͂δες,,,,,0
46579,θ01201,θορώδης,a,aps---cn3s,θορώδης θορώδης θορώ͂δες,,,,,0
46580,θ01143,θοῦ,n,----------,,,,,,0
46581,θ01204,θουραῖος,a,aps---mn1-,θουραῖος θουραῖα θουραῖον,,,,,0
46582,θ01205,θουράω,v,----------,,,,,,0
46583,θ01206,θουρήεις,a,aps---mn4i,θουρήεις θουρήεσσα θουρήεν,,,,,0
46584,θ01207,θούρης,n,n-s---mn1e,θούρου,,,,,0
46585,,Θουριόμαντις,n,n-s---mn3v,Θουριομάντεως,,,,,0
46588,θ01184,θοῦρις,n,n-s---fn3d,θούριδος,,,,,0
46589,θ01190,θοῦρος,a,aps---cn2-,θοῦρος θοῦρος θοῦρον,,,,,0
46590,θ01209,θούσχοινοι,n,----------,,,,,,0
46591,θ01210,θόωκος,n,n-s---mn2-,θοώκου,,,,,0
46592,θ01211,θόωσα,n,n-s---fn1s,θόωσας,,,,,0
46593,θ01213,θραγμός,n,----------,,,,,,0
46594,θ01214,θράζω,v,----------,,,,,,0
46595,,Θρᾴκη,n,n-s---fn1e,Θρᾴκης,,,/tʰraːí̯.kɛː/,,0
46596,,Θρᾳκίας,n,----------,,,,,,0
46597,,Θρᾳκίζω,v,----------,,,,,,0
46598,,Θρᾳκικός,a,aps---mn1-,Θρᾳκικός Θρᾳκική Θρᾳκικόν,,,,,0
46599,,Θρᾴκιος,a,aps---mn1-,Θρᾴκιος Θρᾴκια Θρᾴκιον,,,,,0
